user_id,product_id,quant
701397,6601459,161
421153,9362541,150
696609,1669205,66
58566,4918464,140
852294,2389009,11
767486,170692,147
111743,2640663,140
78523,835244,95
156066,307732,21
267370,3428624,238
245769,2872580,14
22222,7108117,43
372188,5400898,50
569918,9520161,74
628104,9843024,194
484614,4203762,18
458108,2741521,59
407553,6772842,229
806148,4758193,112
702669,1521197,96
94976,1786271,139
611592,1294019,216
936025,495184,184
386968,4363021,12
82529,2496259,8
166520,1955226,250
951221,5967114,210
78474,7257501,77
94300,2072990,120
134184,9082921,212
945438,5637923,198
282401,2090115,3
102865,1892170,156
624615,3052324,161
380078,9705871,99
464316,1496600,197
394741,7456370,199
362263,6598559,127
834255,4257154,209
74910,358015,161
142426,2919605,37
669341,3345068,228
84788,9128661,49
462503,7932760,59
662656,3607594,24
502373,490026,24
388790,4747219,109
166633,9414725,152
481309,5749790,105
973425,6722555,236
297886,1120101,116
870493,8973506,187
113082,6272339,143
172806,9736278,29
843155,2530928,159
29872,6578368,153
495617,4527431,62
649242,9926097,113
350995,8175801,87
540195,7472106,155
310625,3745877,77
207993,3076249,162
275079,1821817,22
380841,8139654,113
432893,9784929,129
671308,1839545,116
41420,4733462,247
651854,8356457,200
509702,3244322,192
123561,3018401,17
12906,8794980,192
158354,50827,62
594483,2815316,191
422970,6649505,242
334047,3523881,92
339236,4742276,194
859966,8859305,54
792996,82132,15
950021,4052507,120
643961,528761,2
460260,1562077,209
964841,1542946,149
340917,3415832,92
430960,2149236,199
761326,9734161,188
671116,3934392,59
930989,1922072,201
556414,9929851,50
418626,6180028,53
125800,1496259,42
565113,7733685,184
457254,2566620,191
240088,4222641,12
744828,7826151,250
12224,7095739,141
768086,299980,128
557588,7635507,164
999683,5731866,161
209165,9531796,195
100487,3758268,246
22879,3278982,245
537950,5389280,112
998166,6952563,62
342695,9651450,175
644004,4543657,58
562656,3569725,185
482953,4878945,216
691773,995058,37
367957,3822162,16
394792,8794681,129
963172,6225381,226
435463,1048215,156
647489,8211461,204
520406,2236612,91
552652,4918590,94
619393,5847145,136
100911,4663695,176
461309,7860214,106
424269,8268636,164
791459,4235086,41
871951,9860964,60
482092,5386404,242
887926,6117936,73
309388,5241809,114
138793,9709285,128
413848,4859063,156
226199,6030651,40
987728,7855292,168
407009,4419993,242
135934,9134920,202
464382,6876511,99
394969,8034528,55
111664,4110769,83
467099,9363529,52
944341,6692187,128
775259,9555573,241
530502,9407904,71
690037,9749713,68
72748,3293154,100
636581,7041469,144
656658,8950933,9
301503,7139066,211
859578,6948907,189
178120,9911844,140
725922,1437275,100
236937,9224739,244
137914,9955295,197
25446,5684957,122
585707,4873519,149
887841,273082,139
461855,7472204,103
823567,6138069,19
616729,524786,146
85951,5805025,202
806530,9129436,59
992929,2804667,9
823344,6912665,71
65482,8848552,234
958570,6822821,94
294378,6236048,164
242942,7080097,34
602229,2011527,79
534543,7638637,155
491232,312500,51
294284,1996013,46
767241,7216455,153
19017,9889941,90
188381,427467,182
95874,4713347,120
565384,6349463,30
893329,2099130,50
530616,1466844,54
681927,8649629,53
93802,8532100,7
621127,3141590,22
245527,3123948,188
229462,8898472,231
843130,1619475,62
838679,7537721,158
12920,955758,92
577163,4978655,132
915829,7464001,228
688931,8877941,5
950482,2672227,231
503234,8659625,29
307833,7697769,224
428296,8318462,141
367,471338,135
351628,1685302,85
939508,1191825,148
20799,5075609,36
342736,9031886,219
226123,1961889,157
813683,3828698,163
504657,737102,150
861135,4306731,215
167889,7584929,220
700328,2885901,147
637936,1988508,188
872243,4759160,185
451115,317979,157
536221,4867579,43
768005,8416238,192
260357,6605081,131
417100,7302118,1
648978,7356959,209
630756,4309283,100
917367,1100192,39
559558,9200401,174
705790,1439481,132
547657,8613921,73
191413,2539673,189
854905,1655946,193
817737,6519756,51
742222,484717,52
715006,5356772,35
60681,5327795,166
919200,1381214,46
613616,4578313,164
193017,511633,45
422145,6273545,15
828664,1274858,64
426939,7030467,84
136973,8713218,70
752391,9633496,248
891268,4600427,126
704858,5587634,93
724662,8917825,17
703907,6472149,192
370580,4237820,102
649667,8117906,183
972395,587023,54
438151,492008,112
582112,1193750,46
998800,9847663,182
123623,2702045,198
861963,6748995,78
85104,6644556,44
780080,8680314,180
321776,2151648,63
973920,4452353,157
106355,2862309,188
766862,2784123,226
140288,7683781,195
35692,3543203,74
973135,8520546,213
873623,5910515,66
198552,7344025,249
535629,8413908,13
24381,9587197,34
676037,239974,172
583148,800579,105
342597,8913773,10
823550,4528661,228
385085,3033200,180
307885,3215731,205
727290,6493015,29
252473,5267189,4
866392,7726008,87
39972,6137828,227
402236,4756219,120
66266,7507210,85
6382,7568281,119
808302,1812846,221
500758,9392249,158
194350,8773181,200
295355,4827140,143
875662,6976920,185
407527,3347098,130
508209,1654089,226
928179,4340980,152
115786,3601330,131
843973,9526234,248
964806,6923202,56
985876,6366731,241
66252,6032488,199
274177,5670421,106
745272,294655,162
395404,7672742,28
429977,6314543,115
514367,5671799,179
580644,3042420,212
141853,7351611,85
413920,7389611,116
355126,4902694,89
165787,5455020,176
785389,6092698,116
920294,2918496,89
218866,9910528,27
58085,5564833,190
417283,6274492,226
816617,4147426,202
456024,3326565,35
649238,552693,122
300257,1472422,7
320310,8651254,59
944335,7637874,176
806221,3382256,53
345185,1958652,80
44175,9282847,70
389570,3670157,224
635977,1026236,58
67972,6258751,19
969125,7769849,144
451077,9382248,113
179818,7056109,155
487425,3957975,15
101859,5505930,209
455532,5624747,83
708852,775761,124
457014,7433886,198
77747,6452113,244
624506,9357015,85
207217,9346991,199
450874,1312316,66
293546,5121909,140
110950,5424143,27
164517,7702124,25
277051,1784613,238
444783,4610726,225
567217,5566772,139
383934,9832263,199
762234,9061275,180
32088,2103373,146
599621,2692256,25
29498,529187,221
361538,9238925,68
424031,2908533,131
409117,8386883,159
111157,4953971,7
210814,4320613,246
227794,4297812,22
569323,3288406,193
527708,3590551,93
109012,984331,205
614145,4844563,225
93569,9484934,197
415979,8448732,17
996753,1255685,118
970967,6752609,198
443216,9714357,107
107367,4739532,29
339651,9329886,96
573842,6329996,49
432945,7885772,165
74732,7156044,58
941319,4278966,193
604201,6094002,122
946182,7092736,162
841582,373303,135
308806,9346865,148
221305,1838446,6
926184,93532,157
870154,2131299,171
884893,3227077,240
587757,3574899,236
501913,4540682,45
58881,2119086,226
277,7208944,228
289761,3435091,35
771810,1540857,194
821212,6695354,161
320569,7390932,226
873667,2456584,123
230822,2911653,208
761311,7534229,13
900634,2623998,156
552105,8183011,136
415143,7734112,168
775203,5147430,200
648058,8541977,17
854788,5669633,145
484233,5466292,122
468611,1170570,135
764613,8669598,175
810246,5224020,221
181500,1084559,71
273965,1899793,114
382359,314985,129
677766,8538009,120
274468,8906285,215
214808,2587634,110
868517,3277561,64
887705,8872244,73
500730,1956414,94
972920,5278732,78
694266,340747,71
534847,8938554,7
736099,3885851,171
694795,393312,92
948577,2133385,146
905196,4324373,168
605015,1116553,110
761486,2909330,198
364243,8114016,149
875865,5905825,14
487541,1142034,114
883403,2650768,124
289257,2488786,243
581491,8772969,200
809391,4231500,221
933934,5403410,215
508470,5525772,232
773102,7596042,172
128490,9621594,230
379531,228617,160
517418,9019773,49
322085,9857165,198
569440,9717811,144
585822,4114862,5
985418,8298042,214
537170,8651297,16
203819,1914998,151
196074,415459,214
172325,6599245,101
365140,5010989,191
725347,8853767,65
688093,4868611,110
827186,2953866,81
764187,8169246,149
750181,4240083,218
451909,7856680,32
428146,1049657,34
874830,4384238,123
222225,2817069,111
548969,6186613,153
232552,5435423,227
813512,8248003,194
103455,1991981,136
489449,7056067,74
983402,3795480,205
971043,5440337,227
990576,5252650,177
270959,5902158,86
401764,3385494,38
403101,1413357,175
214761,7263868,232
179471,2455112,137
702149,1496312,54
884634,7206713,165
680905,333975,164
67781,4297299,90
259151,8556244,242
800399,4222664,46
786903,5486834,227
577648,7226717,5
692709,7909063,73
163830,3880992,219
573855,460604,141
405016,9343309,111
239207,7641421,226
266509,5856979,195
732151,7170239,108
782071,3907116,12
33637,8616234,97
938285,2206300,240
467877,1504627,198
790280,5630054,89
535958,6787909,202
125596,3690920,244
879349,7160771,241
468961,8345840,156
213826,6509936,62
464962,9752794,170
34230,2435760,236
455017,2248011,107
712455,7317302,150
812903,6844785,226
667630,8376536,65
433612,5691147,104
846698,5192150,204
267712,6741168,153
498711,1552791,95
316680,4609972,81
782405,5191338,95
593830,1802428,6
127051,3674,58
694172,3148946,219
554547,9956945,171
289892,1469240,61
414018,6812638,165
712331,2241600,243
567722,7642426,171
213131,8588532,60
735633,228294,248
374170,8926765,233
431870,3240725,233
741847,8687974,64
441984,3309100,193
521988,8321016,77
228002,5939782,145
646901,9528537,24
219744,9848136,35
110356,5941188,103
201934,2637086,66
52158,1570723,163
768282,7555728,176
641005,6835698,114
449046,7984661,233
462188,7365941,249
976600,5106118,113
965758,2882975,229
598757,8389599,158
772605,5744046,6
700585,9944861,125
380949,288464,223
648982,124703,105
875469,4505313,102
112217,7637148,232
355839,2491259,21
360515,9704544,163
571155,7540702,125
591257,3733550,96
429012,7179533,14
473769,5255732,66
897640,7788035,247
218452,375164,190
406107,7534437,175
98718,8580170,216
687126,8976221,95
210550,5952084,192
831373,3036188,209
251994,6676145,238
766559,4789899,122
567211,2244835,25
740310,5932079,44
629789,6918611,112
508104,519457,218
125203,9787552,183
40522,7264411,81
182211,217519,160
148462,3098660,152
18842,4841299,181
59314,7983593,214
503170,2692437,243
117192,2512231,209
212580,7466580,72
985926,1692838,178
965473,7830328,194
565470,1546622,196
856858,6663050,93
850498,187293,235
344772,8910079,54
904471,9445410,202
437212,5697139,28
391073,8191155,132
767428,7464064,70
564457,7246860,247
377117,6911964,214
561533,2606979,31
613844,2228752,197
881759,6343889,49
778029,3889595,107
288268,4508927,149
51706,9121780,73
816332,2724021,223
754888,1473029,151
810020,9093585,38
978750,6555984,112
533315,8923433,119
269322,8025937,135
666874,8777945,174
932702,2163909,97
893974,1945699,93
257665,5107844,32
863884,2696907,75
278718,3165782,180
792251,8749748,2
49886,9179461,103
370341,3192042,39
206414,2555042,39
849635,52400,190
245424,287680,236
937401,5887109,164
293448,7622681,85
715169,6232455,237
760167,9304072,152
511115,9231217,192
357204,582398,91
271294,1152856,240
6600,6637049,236
260168,5471059,243
253679,2771899,66
983342,5803890,84
686679,6869158,214
296116,8666310,191
571619,3851784,240
127551,5518857,117
363566,7569421,65
774217,2631842,146
35366,6790730,164
103576,1226317,217
660628,8318747,12
810223,3672515,114
749121,887583,206
837740,8820509,36
120769,9866807,139
438731,3254351,151
573144,5861229,66
68091,1102190,88
135877,7840029,151
527212,1789404,23
224908,7028158,166
542025,951149,32
378902,8522193,210
188285,6447399,10
529222,8299347,10
227773,2925005,162
31674,985826,52
150247,1991397,71
626012,6343950,193
744768,2489452,156
188726,6741891,175
845123,5509532,23
815332,5888457,209
171631,7326409,180
354598,7811994,19
340299,9288464,190
447388,9996527,188
81279,9864521,56
625147,6401603,113
760383,9197933,236
881389,3538437,202
592379,2196751,18
432520,404647,38
731583,7242553,100
100843,503846,225
884300,9275153,247
531094,870086,76
90078,7186616,84
699878,9773368,248
877956,626131,224
957804,777746,9
607397,1445873,12
387619,7597709,226
684800,76065,215
519297,4074768,192
392635,69778,65
569193,25815,51
906020,3762540,225
755298,9729055,133
653273,2670735,141
712585,6793923,200
394310,8928314,53
380186,6470857,105
671693,3024530,202
940355,5984694,126
932564,9153179,236
580866,8733092,196
648733,862120,63
241517,2747681,12
714605,5583859,133
468809,8189022,86
244004,9309422,130
636776,2830745,111
39399,2223513,69
562137,3381118,94
975536,6652664,127
711044,7584620,217
546937,590641,184
726250,2765622,219
321835,9310111,50
341898,213626,142
176947,6140991,102
159647,918159,26
547191,9358105,162
836567,5247063,184
312485,3975601,205
416702,9396045,214
960866,3946177,213
473667,6337788,51
426128,1102660,191
255255,4871295,223
32029,9047229,64
848128,3026815,109
534621,9809497,30
276994,2748187,45
214172,3330301,179
771300,362725,201
467056,2400803,100
687110,8415672,118
254472,7549646,196
223494,5728371,187
741812,3271620,195
645076,7741668,40
262678,6687983,8
722050,1085648,201
683560,8792426,134
375977,9925300,217
709509,1103108,17
853710,8925307,78
406184,2167101,103
330551,436704,44
175549,5297798,126
351387,6631013,128
378674,1308608,48
608555,6827988,40
290736,8821622,75
294050,8483375,17
86956,1650084,106
771491,4378635,137
645526,1963364,92
15906,9306084,138
84094,3414238,201
769899,4938189,213
413997,9464286,233
968639,5387926,192
259317,7872343,248
57937,5804389,163
964851,8048800,199
340872,9251305,142
284849,3214853,118
127278,8384922,132
42067,6611230,153
923540,1849164,137
910443,2640275,137
117037,3817658,18
628619,7610064,138
811801,5427525,42
161472,8782582,4
3533,5404159,120
646001,8637926,180
113298,1913685,69
503234,7121922,28
707238,874114,57
829923,632456,78
507746,5654287,60
974013,7958004,153
478083,6094469,5
872689,9718279,194
346401,1310082,164
166861,8540263,36
366481,2318282,165
303476,5146162,73
22626,3709488,27
945596,2188682,206
289412,8237891,60
476263,2671582,69
79957,4303411,127
549426,9792713,104
413365,797908,102
487922,5589569,226
170271,7125210,207
696883,7432346,4
170129,6501040,34
944238,3177275,208
24979,3735957,71
140478,6715767,159
227153,7252340,58
738259,6025924,97
701965,8139000,75
720626,7699299,220
234669,5836798,121
271140,3179544,239
473016,8690751,113
839315,2557532,132
926189,8316066,120
912881,8644225,83
449108,6894897,148
652140,6696867,22
128344,9376450,243
758061,8201223,93
727151,7592637,113
841320,1766422,9
357940,8246123,31
345190,872675,13
500971,1263792,48
180174,8131402,164
51653,4208029,106
213006,7626626,136
734606,9532765,182
38197,4911492,30
540836,4213391,54
248970,6095066,78
316699,1506015,143
741646,4978730,153
773192,5137792,165
603564,3379807,131
802715,8483969,17
812690,8874723,90
680170,3189673,76
870706,2149141,219
999996,2006519,215
50772,92533,230
96249,7977914,222
68674,6139855,191
717717,590071,245
104948,2237767,126
136882,8497518,172
665830,7786187,247
221187,6137379,47
52469,3681864,127
952396,9063779,248
863399,2753751,168
102836,5090005,154
714719,6040229,153
134377,5344694,102
517375,5425710,118
210716,7857715,201
755710,1438690,143
157178,6843716,34
508778,1242769,176
84015,1305259,15
669938,8592095,236
386853,1152970,80
557144,5070196,229
380849,2937500,165
920428,4075568,156
69522,8669263,210
910220,6099443,74
540896,3663374,119
828724,3860493,20
212411,3427804,127
812398,2598376,237
826028,41335,111
366714,5430060,215
357093,4229174,98
863028,1773617,222
616390,3165475,87
470471,4894601,208
648418,6151252,41
529154,878836,36
357581,5831813,69
531755,9547639,84
403650,5229473,182
647368,1012254,27
527894,7980662,81
780507,9111800,143
257987,9279714,26
620520,7048988,124
127223,3725044,231
267321,5500332,55
973935,8054857,35
75716,2848691,25
899369,1177871,83
822799,7780665,13
910431,4985273,19
749265,4039750,221
874290,6946659,197
171119,2342562,123
677873,1142582,246
50154,1820694,244
243211,9790699,67
553275,7447891,11
28292,4791038,25
381749,4647950,116
541833,7802721,237
209931,5316769,92
911357,8734520,130
524402,9751677,134
941834,8905709,133
181011,4561050,237
681368,7761198,204
68649,3649614,40
714388,8350371,225
786944,5445200,208
496564,9026092,139
975226,1268680,183
345724,5787581,37
724772,1848249,41
567931,7070763,235
9807,6965094,29
511186,4071275,68
226879,4755852,6
383879,4019725,186
541077,2841522,87
252205,6942734,128
617888,8536260,43
721337,4429023,158
846937,1389531,97
228766,7120092,52
777256,2162947,5
313634,3800272,227
753634,693618,149
253844,5625353,86
204719,6835351,121
402746,132124,121
222632,9650478,212
481612,875909,248
602116,4512507,112
713981,9829943,22
750356,7772837,128
952657,7584011,220
516551,9539674,114
617221,3092637,133
167173,1551510,241
101837,5438323,242
146299,8675313,55
605682,9703532,115
803981,8226560,100
669348,8364903,37
421887,1295237,137
215892,9477496,196
705695,34886,188
350302,6245944,3
717066,3143381,143
331106,7441711,108
839558,6684896,178
875033,5886111,200
377563,8611571,27
175320,8672014,74
666120,5088491,191
263631,5807882,90
684890,6566943,44
476811,4604666,109
643375,8200348,105
109573,8127201,22
550528,9934083,98
9462,4557080,122
546209,4454409,57
34547,5096168,31
375233,9208947,88
847289,1718629,141
545121,6055730,145
745369,7411945,203
837917,7073893,139
338056,369069,241
827676,177680,216
524568,1240353,66
385834,7263247,236
460024,5154507,198
628922,7567754,122
481533,8740728,108
17841,2107908,154
866401,1399208,249
532723,4863777,219
334579,4270694,143
489915,6320149,200
571881,5607094,30
82209,3672963,130
277555,3164085,38
782849,4876181,168
774052,5366332,204
142341,8887071,90
360273,1746323,84
764409,8683534,139
211868,8266650,54
412017,5027481,184
6140,7993998,85
447846,9436164,66
790491,7853946,32
260444,8093991,119
627440,2293802,173
941725,4459017,47
569743,9233296,222
216249,9687225,187
691792,7216732,39
305571,5503486,79
53510,3788665,217
211050,4014403,92
398859,8636999,246
639754,4631047,163
177747,7270808,55
242011,803480,46
108048,7281748,155
858025,9338366,33
140858,5508847,180
661596,2416250,102
719100,5755412,173
707935,3247497,62
56699,1047101,196
833119,6179932,38
758575,534551,31
276630,1594340,166
558023,8098384,59
452970,7394609,196
179380,4657327,99
126729,9781684,127
478830,8629207,146
633864,565318,192
580237,4363806,88
743235,9754752,177
704797,2787395,72
951747,7709109,121
370016,6110426,144
886641,4346283,212
731787,2491825,178
732271,8489571,146
338149,3152464,49
853733,7024378,4
771560,5423778,204
613592,2865853,245
175401,5898482,125
163710,1318126,232
543987,1932241,182
46976,3392874,172
236541,6109247,106
90535,9077707,196
236821,5794932,224
225183,4011983,12
800470,764963,86
689356,7999230,198
874501,6321157,80
188615,890362,70
732721,1315514,6
807178,6962419,193
216077,1106607,145
206850,4575875,139
501108,4456894,26
756853,8874824,199
386913,7335046,118
107466,5181982,213
482213,504384,17
382295,6016037,91
660265,8846833,11
352397,9555778,167
481775,6351986,121
405874,6600095,245
192344,2043386,59
238852,9111221,6
498377,8718357,208
691322,1396439,170
488728,7457378,84
643914,6839394,33
991688,4000636,63
837707,9106436,73
678319,2209802,91
538508,1899247,158
57763,6888910,150
488132,2688969,239
26081,1405346,240
335122,5730149,192
972752,9987596,65
821816,6412808,204
278222,9284411,149
636333,6991161,119
423680,7507195,229
370694,9147733,177
837051,6189248,60
284406,3849341,144
694049,4735547,115
599479,6205406,155
152032,5149177,113
543353,1863859,126
699174,5378135,131
832993,7911581,196
205688,479240,48
75008,7530327,163
297318,194876,177
182586,3732309,111
631811,9237719,141
357279,7580698,166
90388,1818382,28
463152,5807974,186
595280,8603064,69
348779,4653068,28
69770,3911279,142
33568,5046226,148
855684,3708836,39
223317,729165,141
928672,3574533,167
647961,7287811,160
841122,4233435,102
889512,3528993,248
937083,9324174,71
993530,8193267,210
642527,7179076,150
130541,9300520,238
60660,2643904,103
397527,6020901,120
599906,8625427,49
396622,720455,245
395569,4860223,123
259731,1200271,144
60125,9115226,35
823644,2159722,77
28994,7583213,103
161395,49097,29
670210,887797,73
105879,7765243,48
652007,905664,231
574535,8722977,202
97896,4799168,125
878606,5422793,160
227095,5410958,49
614555,1822168,138
434217,4747423,195
848221,1656915,181
524732,7455962,166
208060,55832,172
761011,7529305,249
374202,2934799,209
661595,2200534,232
822955,5074062,117
761960,5487798,126
780515,646688,136
796142,9536960,44
79985,3274244,249
976178,382785,242
687264,1481438,5
310748,6392430,24
833277,7546337,107
687248,7353456,203
979899,2831734,143
330030,1280497,192
860377,1836749,193
838872,9416659,137
627653,5780294,73
286649,1166515,195
612184,4491671,7
621290,3464104,103
130454,4967527,130
686312,7040724,208
130699,1208418,31
476639,4638754,62
217784,5316825,236
177447,3046877,198
440867,9237805,205
840093,2636807,23
524867,9053247,153
257745,6843324,2
113074,8306397,137
423610,4285820,42
984788,8003710,171
118513,5505142,105
430744,7212758,90
825536,5894891,55
199275,2499325,136
9621,6776626,136
451382,9522678,12
879041,2093942,94
71158,7597372,121
42819,814485,47
24666,1672448,98
131008,6056360,69
479901,1284325,156
924931,5459485,176
640220,4763722,192
670454,5960502,28
622997,3643188,42
403039,8067640,187
96269,4386858,179
877345,4132742,34
221257,1160913,240
877797,487557,112
515039,9540159,198
808127,5002089,41
414877,7431253,23
645830,6348823,248
313785,6113256,19
21017,9174625,219
690238,9982586,35
227849,1223285,74
522964,5535157,196
623688,4687181,74
542910,1434470,79
582163,5424154,10
294356,4409175,101
880192,3029872,78
907893,4113710,204
632656,3206914,100
65676,113390,74
258091,6218345,139
632233,9174959,171
810517,7778790,127
948994,8565347,97
480377,81612,124
408005,8913643,175
697662,7195411,184
471924,416300,209
432161,4024487,221
86780,1886535,95
77413,9725405,144
934396,8562347,161
262135,5759692,60
501400,793852,29
276021,1078299,164
492736,3330119,162
952172,9439174,197
253331,5549999,174
405729,7634755,47
367517,4152552,115
364032,5040160,196
536770,9330669,205
701130,7365502,89
459715,7149545,185
103563,7386920,108
159695,628792,186
894191,5793002,54
794059,8389038,185
510818,8547359,89
715264,8362173,48
525116,4675640,239
766675,257203,177
413673,4848579,60
437459,2488354,133
337410,8994956,211
820975,8332930,37
732012,8868311,152
743891,8025798,46
432078,2797444,121
121344,1639980,105
851904,9517902,115
97763,309492,41
418437,9100402,233
182458,6150401,110
424835,4495629,41
748002,8065588,77
503328,3133656,107
932230,857065,159
313871,2783008,75
678948,8338585,90
707738,643721,7
387715,4122707,106
974576,8984712,44
542804,2787181,51
200549,145589,56
58411,7368934,112
527490,2271054,48
944888,3159814,196
922407,1761936,37
577899,1511683,27
699883,1745095,152
152386,6042041,12
920926,4050415,83
874917,8741120,164
723385,4948674,88
38084,1826571,105
677879,5994261,83
96762,3952771,85
599075,4635114,135
970840,7184578,238
55725,6608413,221
309698,3260624,155
651361,4010502,119
594958,276351,232
128278,1120377,190
214567,4401440,167
156942,2965871,121
550524,4021499,214
954024,1821591,132
591963,7073052,115
647173,5407855,11
765500,4789524,185
396053,4282946,94
601441,3873108,143
547341,4456951,170
730275,5591930,68
18296,2633022,22
998416,9286443,244
3160,1879453,139
659661,7161111,172
625173,6508933,123
139904,7629984,217
718853,4627982,111
25087,2934529,14
963872,3720636,217
202437,3303793,65
349594,4587460,194
528294,1949936,176
320247,2278766,195
3811,8588059,226
212384,8247701,47
842960,6600277,191
735376,1996729,150
823176,2402496,239
491910,516612,63
66247,3674667,182
210836,512751,36
830497,7021828,214
552818,8058141,143
41246,1257479,36
939286,4080282,40
302099,7834864,242
271849,3004603,84
597813,6205879,172
86489,3408351,189
485396,3770450,16
915885,5356477,182
164501,6041508,43
842411,5612134,147
355047,2495545,46
281523,4576280,230
335797,6998535,235
897818,196681,8
418385,1807696,215
351741,6686632,115
885577,6106732,103
783862,7819179,8
264438,9271766,91
479258,9118191,119
573537,6251541,108
528746,9940730,156
487425,9303308,138
86359,4427244,141
942070,6333534,120
336375,9640860,206
297357,4267713,84
695039,3205028,32
275999,5387266,161
261264,2011452,106
880516,6206911,59
4906,4077805,19
593439,7004499,230
175195,426326,98
304433,9293176,33
451986,7174193,120
474281,4509066,115
